Unnamed: 0,festival_dates,year,day_of_performance,artist,headliner,genre,spotify_popularity,genre_group
642,"July 28, 2022 – July 31, 2022",2022,Saturday,MEET ME AT THE ALTAR,nan,pop punk,38.0,Pop
643,"July 28, 2022 – July 31, 2022",2022,Saturday,CHARLY JORDAN,nan,lo-fi house,20.0,Electronic
644,"July 28, 2022 – July 31, 2022",2022,Saturday,CALDER ALLEN,nan,lo-fi house,18.0,Electronic
645,"July 28, 2022 – July 31, 2022",2022,Saturday,CHARM LA'DONNA,nan,lo-fi house,8.0,Electronic
646,"July 28, 2022 – July 31, 2022",2022,Saturday,BABYJAKE,nan,lo-fi house,0.0,Electronic
647,"July 28, 2022 – July 31, 2022",2022,Saturday,COCHISE,nan,lo-fi house,0.0,Electronic
648,"July 28, 2022 – July 31, 2022",2022,Saturday,PRENTISS,nan,lo-fi house,0.0,Electronic
649,"July 28, 2022 – July 31, 2022",2022,Saturday,STELLER,nan,lo-fi house,0.0,Electronic
650,"July 28, 2022 – July 31, 2022",2022,Sunday,CHARLI XCX,nan,"hyperpop, art pop",85.0,Pop
651,"July 28, 2022 – July 31, 2022",2022,Sunday,THE MARÍAS,nan,bedroom pop,84.0,Pop
652,"July 28, 2022 – July 31, 2022",2022,Sunday,J-HOPE,1.0,"k-pop, k-rap",83.0,Pop
653,"July 28, 2022 – July 31, 2022",2022,Sunday,GREEN DAY,1.0,"punk, pop punk",82.0,Pop
654,"July 28, 2022 – July 31, 2022",2022,Sunday,THE KID LAROI,nan,lo-fi house,82.0,Electronic
655,"July 28, 2022 – July 31, 2022",2022,Sunday,DOMINIC FIKE,nan,lo-fi house,79.0,Electronic
656,"July 28, 2022 – July 31, 2022",2022,Sunday,MÅNESKIN,nan,lo-fi house,79.0,Electronic
657,"July 28, 2022 – July 31, 2022",2022,Sunday,DJO,nan,psychedelic pop,76.0,Pop
658,"July 28, 2022 – July 31, 2022",2022,Sunday,PINKPANTHERESS,nan,bedroom pop,76.0,Pop
659,"July 28, 2022 – July 31, 2022",2022,Sunday,YOUNG NUDY,nan,lo-fi house,70.0,Electronic
660,"July 28, 2022 – July 31, 2022",2022,Sunday,BEACH BUNNY,nan,lo-fi house,68.0,Electronic
661,"July 28, 2022 – July 31, 2022",2022,Sunday,TEEZO TOUCHDOWN,nan,lo-fi house,68.0,Electronic
662,"July 28, 2022 – July 31, 2022",2022,Sunday,POLO & PAN,nan,"french indie pop, french house",66.0,Indie / Alternative
663,"July 28, 2022 – July 31, 2022",2022,Sunday,ZOE WEES,nan,lo-fi house,65.0,Electronic
664,"July 28, 2022 – July 31, 2022",2022,Sunday,BANKS,nan,lo-fi house,63.0,Electronic
665,"July 28, 2022 – July 31, 2022",2022,Sunday,CHICAGO MADE SHOWCASE,nan,lo-fi house,62.0,Electronic
666,"July 28, 2022 – July 31, 2022",2022,Sunday,GOTH BABE,nan,lo-fi house,61.0,Electronic
667,"July 28, 2022 – July 31, 2022",2022,Sunday,CLAIRE ROSINKRANZ,nan,lo-fi house,58.0,Electronic
668,"July 28, 2022 – July 31, 2022",2022,Sunday,LOCAL NATIVES,nan,lo-fi house,57.0,Electronic
669,"July 28, 2022 – July 31, 2022",2022,Sunday,LØLØ,nan,lo-fi house,54.0,Electronic
670,"July 28, 2022 – July 31, 2022",2022,Sunday,AUDREY NUNA,nan,alternative r&b,51.0,Indie / Alternative
671,"July 28, 2022 – July 31, 2022",2022,Sunday,KENNYHOOPLA,nan,pop punk,49.0,Pop
672,"July 28, 2022 – July 31, 2022",2022,Sunday,HORSEGIRL,nan,lo-fi house,48.0,Electronic
673,"July 28, 2022 – July 31, 2022",2022,Sunday,DYLAN,nan,lo-fi house,47.0,Electronic
674,"July 28, 2022 – July 31, 2022",2022,Sunday,ERICA BANKS,nan,lo-fi house,47.0,Electronic
675,"July 28, 2022 – July 31, 2022",2022,Sunday,DE'WAYNE,nan,lo-fi house,45.0,Electronic
676,"July 28, 2022 – July 31, 2022",2022,Sunday,PETER COTTONTALE,nan,gospel r&b,43.0,R&B / Soul
677,"July 28, 2022 – July 31, 2022",2022,Sunday,PORNO FOR PYROS,nan,"funk rock, grunge",43.0,Rock
678,"July 28, 2022 – July 31, 2022",2022,Sunday,INDIA SHAWN,nan,alternative r&b,39.0,Indie / Alternative
679,"July 28, 2022 – July 31, 2022",2022,Sunday,LOW CUT CONNIE,nan,lo-fi house,35.0,Electronic
680,"July 28, 2022 – July 31, 2022",2022,Sunday,LUCILLE CROFT,nan,lo-fi house,34.0,Electronic
681,"July 28, 2022 – July 31, 2022",2022,Sunday,BLACKSTARKIDS,nan,lo-fi house,29.0,Electronic
682,"July 28, 2022 – July 31, 2022",2022,Sunday,BUFFALO NICHOLS,nan,"modern blues, blues",27.0,Other
683,"July 28, 2022 – July 31, 2022",2022,Sunday,TRELLA,nan,lo-fi house,0.0,Electronic
684,"July 29, 2021 – August 1, 2021",2021,Thursday,PLAYBOI CARTI,nan,rage rap,95.0,Hip-Hop / Rap
685,"July 29, 2021 – August 1, 2021",2021,Thursday,MILEY CYRUS,1.0,jangle pop,84.0,Pop
686,"July 29, 2021 – August 1, 2021",2021,Thursday,FLO MILLI,nan,lo-fi house,73.0,Electronic
687,"July 29, 2021 – August 1, 2021",2021,Thursday,KAYTRANADA,nan,lo-fi house,73.0,Electronic
688,"July 29, 2021 – August 1, 2021",2021,Thursday,KIM PETRAS,nan,lo-fi house,73.0,Electronic
689,"July 29, 2021 – August 1, 2021",2021,Thursday,LUNAY,nan,reggaeton,73.0,Latin
690,"July 29, 2021 – August 1, 2021",2021,Thursday,STEVE AOKI,nan,"electro house, edm",73.0,Electronic
691,"July 29, 2021 – August 1, 2021",2021,Thursday,ILLENIUM,1.0,"melodic bass, future bass, edm",72.0,Electronic
692,"July 29, 2021 – August 1, 2021",2021,Thursday,ALL TIME LOW,nan,"pop punk, emo, emo pop, punk",71.0,Pop
693,"July 29, 2021 – August 1, 2021",2021,Thursday,ED MAVERICK,nan,"mexican indie, latin folk",71.0,Indie / Alternative
694,"July 29, 2021 – August 1, 2021",2021,Thursday,OLIVER TREE,nan,lo-fi house,70.0,Electronic
695,"July 29, 2021 – August 1, 2021",2021,Thursday,ASHE,nan,lo-fi house,69.0,Electronic
696,"July 29, 2021 – August 1, 2021",2021,Thursday,JIMMY EAT WORLD,nan,"emo, pop punk, emo pop",69.0,Pop
697,"July 29, 2021 – August 1, 2021",2021,Thursday,SAINT JHN,nan,lo-fi house,69.0,Electronic
698,"July 29, 2021 – August 1, 2021",2021,Thursday,LP,nan,lo-fi house,68.0,Electronic
699,"July 29, 2021 – August 1, 2021",2021,Thursday,NIGHT LOVELL,nan,"dark trap, emo rap, horrorcore",67.0,Hip-Hop / Rap
700,"July 29, 2021 – August 1, 2021",2021,Thursday,MAX,nan,lo-fi house,66.0,Electronic
701,"July 29, 2021 – August 1, 2021",2021,Thursday,DAYGLOW,nan,indie rock,65.0,Rock
702,"July 29, 2021 – August 1, 2021",2021,Thursday,BLACK PUMAS,nan,retro soul,64.0,R&B / Soul
703,"July 29, 2021 – August 1, 2021",2021,Thursday,OLIVIA O'BRIEN,nan,lo-fi house,64.0,Electronic
704,"July 29, 2021 – August 1, 2021",2021,Thursday,CASH CASH,nan,edm,61.0,Electronic
705,"July 29, 2021 – August 1, 2021",2021,Thursday,ALMOST MONDAY,nan,lo-fi house,59.0,Electronic
706,"July 29, 2021 – August 1, 2021",2021,Thursday,ORVILLE PECK,nan,alt country,58.0,Folk / Country
707,"July 29, 2021 – August 1, 2021",2021,Thursday,PARIS TEXAS,nan,"alternative hip hop, experimental hip hop",58.0,Indie / Alternative
708,"July 29, 2021 – August 1, 2021",2021,Thursday,ALY & AJ,nan,lo-fi house,56.0,Electronic
709,"July 29, 2021 – August 1, 2021",2021,Thursday,TCHAMI,nan,"future house, bass house, g-house, house",56.0,Electronic
710,"July 29, 2021 – August 1, 2021",2021,Thursday,CHRISTIAN FRENCH,nan,lo-fi house,54.0,Electronic
711,"July 29, 2021 – August 1, 2021",2021,Thursday,DOMBRESKY,nan,"bass house, tech house, house, g-house, latin house",52.0,Electronic
712,"July 29, 2021 – August 1, 2021",2021,Thursday,ABSOFACTO,nan,lo-fi house,50.0,Electronic
713,"July 29, 2021 – August 1, 2021",2021,Thursday,ANT CLEMONS,nan,lo-fi house,49.0,Electronic
714,"July 29, 2021 – August 1, 2021",2021,Thursday,JUSTIN JAY,nan,lo-fi house,48.0,Electronic
715,"July 29, 2021 – August 1, 2021",2021,Thursday,SEBASTIAN PAUL,nan,lo-fi house,48.0,Electronic
716,"July 29, 2021 – August 1, 2021",2021,Thursday,MOTHERFOLK,nan,lo-fi house,39.0,Electronic
717,"July 29, 2021 – August 1, 2021",2021,Thursday,POST ANIMAL,nan,"psychedelic rock, psychedelic pop",38.0,Rock
718,"July 29, 2021 – August 1, 2021",2021,Thursday,MIGRANT MOTEL,nan,lo-fi house,32.0,Electronic
719,"July 29, 2021 – August 1, 2021",2021,Thursday,SAYMYNAME,nan,"dubstep, edm trap, bass house",32.0,Hip-Hop / Rap
720,"July 29, 2021 – August 1, 2021",2021,Thursday,BLOSSOM,nan,"bass house, g-house, bassline, drum and bass, liquid funk",31.0,Electronic
721,"July 29, 2021 – August 1, 2021",2021,Thursday,JULIAN LAMADRID,nan,lo-fi house,28.0,Electronic
722,"July 29, 2021 – August 1, 2021",2021,Thursday,HOKO,nan,lo-fi house,25.0,Electronic
723,"July 29, 2021 – August 1, 2021",2021,Thursday,TAYLOR JANZEN,nan,lo-fi house,19.0,Electronic
724,"July 29, 2021 – August 1, 2021",2021,Thursday,TRISTAN SIMONE,nan,emo rap,5.0,Hip-Hop / Rap
725,"July 29, 2021 – August 1, 2021",2021,Thursday,CLEVER,nan,lo-fi house,0.0,Electronic
726,"July 29, 2021 – August 1, 2021",2021,Thursday,DJ MEL,nan,lo-fi house,0.0,Electronic
727,"July 29, 2021 – August 1, 2021",2021,Friday,"TYLER, THE CREATOR",1.0,jangle pop,91.0,Pop
728,"July 29, 2021 – August 1, 2021",2021,Friday,SA-ROC,nan,rap,86.0,Hip-Hop / Rap
729,"July 29, 2021 – August 1, 2021",2021,Friday,SUICIDEBOYS,nan,"dark trap, emo rap, horrorcore, punk rap, cloud rap, underground hip hop",85.0,Hip-Hop / Rap
730,"July 29, 2021 – August 1, 2021",2021,Friday,MARSHMELLO,1.0,edm,83.0,Electronic
731,"July 29, 2021 – August 1, 2021",2021,Friday,JACK HARLOW,nan,lo-fi house,81.0,Electronic
732,"July 29, 2021 – August 1, 2021",2021,Friday,GIVEON,nan,r&b,80.0,R&B / Soul
733,"July 29, 2021 – August 1, 2021",2021,Friday,POLO G,nan,lo-fi house,79.0,Electronic
734,"July 29, 2021 – August 1, 2021",2021,Friday,RODDY RICCH,1.0,melodic rap,78.0,Hip-Hop / Rap
735,"July 29, 2021 – August 1, 2021",2021,Friday,LAUV,nan,lo-fi house,77.0,Electronic
736,"July 29, 2021 – August 1, 2021",2021,Friday,OMAR APOLLO,nan,bedroom pop,70.0,Pop
737,"July 29, 2021 – August 1, 2021",2021,Friday,SUBTRONICS,nan,"riddim, dubstep, edm, deathstep, bass music, dub",65.0,Electronic
738,"July 29, 2021 – August 1, 2021",2021,Friday,JAWNY,nan,bedroom pop,64.0,Pop
739,"July 29, 2021 – August 1, 2021",2021,Friday,TAI VERDES,nan,lo-fi house,63.0,Electronic
740,"July 29, 2021 – August 1, 2021",2021,Friday,ARIZONA ZERVAS,nan,lo-fi house,62.0,Electronic
741,"July 29, 2021 – August 1, 2021",2021,Friday,JACOB BANKS,nan,lo-fi house,61.0,Electronic
742,"July 29, 2021 – August 1, 2021",2021,Friday,EMOTIONAL ORANGES,nan,indie r&b,59.0,Indie / Alternative
743,"July 29, 2021 – August 1, 2021",2021,Friday,KENNY MASON,nan,lo-fi house,59.0,Electronic
744,"July 29, 2021 – August 1, 2021",2021,Friday,WOOLI,nan,"melodic bass, dubstep, riddim, edm, deathstep, future bass, bass music",59.0,Electronic
745,"July 29, 2021 – August 1, 2021",2021,Friday,BOY PABLO,nan,bedroom pop,58.0,Pop
746,"July 29, 2021 – August 1, 2021",2021,Friday,DABIN,nan,"melodic bass, future bass, edm, chillstep",58.0,Electronic
747,"July 29, 2021 – August 1, 2021",2021,Friday,GUS DAPPERTON,nan,bedroom pop,58.0,Pop
748,"July 29, 2021 – August 1, 2021",2021,Friday,MICK JENKINS,nan,jazz rap,58.0,Hip-Hop / Rap
749,"July 29, 2021 – August 1, 2021",2021,Friday,TOBI LOU,nan,lo-fi house,55.0,Electronic
750,"July 29, 2021 – August 1, 2021",2021,Friday,MOTHICA,nan,lo-fi house,54.0,Electronic
751,"July 29, 2021 – August 1, 2021",2021,Friday,CAM,nan,k-rap,51.0,Hip-Hop / Rap
752,"July 29, 2021 – August 1, 2021",2021,Friday,NJOMZA,nan,lo-fi house,51.0,Electronic
753,"July 29, 2021 – August 1, 2021",2021,Friday,BLACK PISTOL FIRE,nan,"blues rock, modern blues, roots rock, garage rock",50.0,Rock
754,"July 29, 2021 – August 1, 2021",2021,Friday,LEVEL UP,nan,"riddim, dubstep, deathstep, edm",48.0,Electronic
755,"July 29, 2021 – August 1, 2021",2021,Friday,RIOT TEN,nan,"dubstep, riddim, deathstep, bass music, edm",48.0,Electronic
756,"July 29, 2021 – August 1, 2021",2021,Friday,AG CLUB,nan,alternative hip hop,45.0,Indie / Alternative
757,"July 29, 2021 – August 1, 2021",2021,Friday,RENFORSHORT,nan,lo-fi house,45.0,Electronic
758,"July 29, 2021 – August 1, 2021",2021,Friday,OSTON,nan,lo-fi house,43.0,Electronic
759,"July 29, 2021 – August 1, 2021",2021,Friday,WHITE REAPER,nan,garage rock,42.0,Rock
760,"July 29, 2021 – August 1, 2021",2021,Friday,JAKE WESLEY ROGERS,nan,lo-fi house,40.0,Electronic
761,"July 29, 2021 – August 1, 2021",2021,Friday,MOB RICH,nan,lo-fi house,37.0,Electronic
762,"July 29, 2021 – August 1, 2021",2021,Friday,CONTRADASH,nan,lo-fi house,33.0,Electronic
763,"July 29, 2021 – August 1, 2021",2021,Friday,BROWNIES & LEMONADE ALL-STARS,nan,"post-disco, quiet storm",30.0,Other
764,"July 29, 2021 – August 1, 2021",2021,Friday,ELEPHANT HEART,nan,lo-fi house,29.0,Electronic
765,"July 29, 2021 – August 1, 2021",2021,Friday,CHOMPPA,nan,"bass music, dubstep, riddim",21.0,Other
766,"July 29, 2021 – August 1, 2021",2021,Friday,ROOKIE,nan,lo-fi house,9.0,Electronic
767,"July 29, 2021 – August 1, 2021",2021,Friday,JAUZ,nan,lo-fi house,3.0,Electronic
768,"July 29, 2021 – August 1, 2021",2021,Friday,ELOHIM,nan,lo-fi house,0.0,Electronic
769,"July 29, 2021 – August 1, 2021",2021,Friday,GRANDSON,nan,lo-fi house,0.0,Electronic
770,"July 29, 2021 – August 1, 2021",2021,Saturday,TATE MCRAE,nan,lo-fi house,91.0,Electronic
771,"July 29, 2021 – August 1, 2021",2021,Saturday,POST MALONE,1.0,jangle pop,89.0,Pop
772,"July 29, 2021 – August 1, 2021",2021,Saturday,GLOVE,nan,lo-fi house,81.0,Electronic
773,"July 29, 2021 – August 1, 2021",2021,Saturday,TRIPPIE REDD,nan,melodic rap,81.0,Hip-Hop / Rap
774,"July 29, 2021 – August 1, 2021",2021,Saturday,MEGAN THEE STALLION,1.0,jangle pop,80.0,Pop
775,"July 29, 2021 – August 1, 2021",2021,Saturday,LIMP BIZKIT,nan,"nu metal, rap metal, alternative metal, rap rock",79.0,Rock
776,"July 29, 2021 – August 1, 2021",2021,Saturday,JOURNEY,1.0,"album rock, classic rock",76.0,Rock
777,"July 29, 2021 – August 1, 2021",2021,Saturday,VINTAGE CULTURE,nan,"brazilian bass, electronic, electro",74.0,Electronic
778,"July 29, 2021 – August 1, 2021",2021,Saturday,MT. JOY,nan,lo-fi house,71.0,Electronic
779,"July 29, 2021 – August 1, 2021",2021,Saturday,CAVETOWN,nan,bedroom pop,70.0,Pop
780,"July 29, 2021 – August 1, 2021",2021,Saturday,IANN DIOR,nan,melodic rap,70.0,Hip-Hop / Rap
781,"July 29, 2021 – August 1, 2021",2021,Saturday,THE BACKSEAT LOVERS,nan,lo-fi house,69.0,Electronic
782,"July 29, 2021 – August 1, 2021",2021,Saturday,FREDDIE GIBBS,nan,alternative hip hop,68.0,Indie / Alternative
783,"July 29, 2021 – August 1, 2021",2021,Saturday,OLIVER HELDENS,nan,"future house, house",68.0,Electronic
784,"July 29, 2021 – August 1, 2021",2021,Saturday,YOUNG THE GIANT,nan,lo-fi house,68.0,Electronic
785,"July 29, 2021 – August 1, 2021",2021,Saturday,BIA,nan,lo-fi house,67.0,Electronic
786,"July 29, 2021 – August 1, 2021",2021,Saturday,SLANDER,nan,"melodic bass, edm, future bass, dubstep",65.0,Electronic
787,"July 29, 2021 – August 1, 2021",2021,Saturday,TREVOR DANIEL,nan,lo-fi house,64.0,Electronic
788,"July 29, 2021 – August 1, 2021",2021,Saturday,CANNONS,nan,lo-fi house,61.0,Electronic
789,"July 29, 2021 – August 1, 2021",2021,Saturday,JOY OLADOKUN,nan,lo-fi house,59.0,Electronic
790,"July 29, 2021 – August 1, 2021",2021,Saturday,DRAMA,nan,lo-fi house,58.0,Electronic
791,"July 29, 2021 – August 1, 2021",2021,Saturday,KOOZE,nan,deep house,58.0,Electronic
792,"July 29, 2021 – August 1, 2021",2021,Saturday,ANGELS & AIRWAVES,nan,pop punk,57.0,Pop
793,"July 29, 2021 – August 1, 2021",2021,Saturday,CAUTIOUS CLAY,nan,lo-fi house,55.0,Electronic
794,"July 29, 2021 – August 1, 2021",2021,Saturday,JAC ROSS,nan,lo-fi house,54.0,Electronic
795,"July 29, 2021 – August 1, 2021",2021,Saturday,JESSIA,nan,lo-fi house,53.0,Electronic
796,"July 29, 2021 – August 1, 2021",2021,Saturday,SERENA ISIOMA,nan,alternative r&b,52.0,Indie / Alternative
797,"July 29, 2021 – August 1, 2021",2021,Saturday,LOST KINGS,nan,lo-fi house,51.0,Electronic
798,"July 29, 2021 – August 1, 2021",2021,Saturday,CID,nan,"tech house, future house",50.0,Electronic
799,"July 29, 2021 – August 1, 2021",2021,Saturday,MARC REBILLET,nan,lo-fi house,50.0,Electronic
800,"July 29, 2021 – August 1, 2021",2021,Saturday,WHITNEY,nan,lo-fi house,50.0,Electronic
801,"July 29, 2021 – August 1, 2021",2021,Saturday,MONOPHONICS,nan,retro soul,49.0,R&B / Soul
802,"July 29, 2021 – August 1, 2021",2021,Saturday,KID QUILL,nan,lo-fi house,47.0,Electronic
803,"July 29, 2021 – August 1, 2021",2021,Saturday,LAUNDRY DAY,nan,bedroom pop,46.0,Pop
804,"July 29, 2021 – August 1, 2021",2021,Saturday,MICHIGANDER,nan,lo-fi house,46.0,Electronic
805,"July 29, 2021 – August 1, 2021",2021,Saturday,PORCHES,nan,lo-fi house,42.0,Electronic
806,"July 29, 2021 – August 1, 2021",2021,Saturday,VNSSA,nan,"tech house, bass house",37.0,Electronic
807,"July 29, 2021 – August 1, 2021",2021,Saturday,SOPHIE CATES,nan,bedroom pop,34.0,Pop
808,"July 29, 2021 – August 1, 2021",2021,Saturday,WENZDAY,nan,"bass house, g-house",32.0,Electronic
809,"July 29, 2021 – August 1, 2021",2021,Saturday,DANTE ELEPHANTE,nan,lo-fi house,25.0,Electronic
810,"July 29, 2021 – August 1, 2021",2021,Saturday,JAKE DUBY,nan,lo-fi house,1.0,Electronic
811,"July 29, 2021 – August 1, 2021",2021,Saturday,PHEM,nan,lo-fi house,0.0,Electronic
812,"July 29, 2021 – August 1, 2021",2021,Saturday,RENCE,nan,lo-fi house,0.0,Electronic
813,"July 29, 2021 – August 1, 2021",2021,Sunday,YOUNG THUG,1.0,"rap, melodic rap, trap",86.0,Hip-Hop / Rap
814,"July 29, 2021 – August 1, 2021",2021,Sunday,FOO FIGHTERS,1.0,"rock, post-grunge, alternative rock, grunge, modern rock",78.0,Rock
815,"July 29, 2021 – August 1, 2021",2021,Sunday,MUSIC IN THE KEY OF CHICAGO,nan,soft rock,71.0,Rock
816,"July 29, 2021 – August 1, 2021",2021,Sunday,G HERBO,nan,drill,70.0,Other
817,"July 29, 2021 – August 1, 2021",2021,Sunday,ELDERBROOK,nan,lo-fi house,69.0,Electronic
818,"July 29, 2021 – August 1, 2021",2021,Sunday,JPEGMAFIA,nan,"experimental hip hop, alternative hip hop, experimental",68.0,Indie / Alternative
819,"July 29, 2021 – August 1, 2021",2021,Sunday,SURFACES,nan,lo-fi house,66.0,Electronic
820,"July 29, 2021 – August 1, 2021",2021,Sunday,BROCKHAMPTON,nan,lo-fi house,65.0,Electronic
821,"July 29, 2021 – August 1, 2021",2021,Sunday,EARTHGANG,nan,lo-fi house,64.0,Electronic
822,"July 29, 2021 – August 1, 2021",2021,Sunday,MODEST MOUSE,nan,"indie rock, indie, alternative rock",64.0,Rock
823,"July 29, 2021 – August 1, 2021",2021,Sunday,RICO NASTY,nan,lo-fi house,64.0,Electronic
824,"July 29, 2021 – August 1, 2021",2021,Sunday,MXMTOON,nan,"bedroom pop, indie pop",63.0,Indie / Alternative
825,"July 29, 2021 – August 1, 2021",2021,Sunday,YELLOW CLAW,nan,"edm, edm trap",63.0,Hip-Hop / Rap
826,"July 29, 2021 – August 1, 2021",2021,Sunday,LP GIOBBI,nan,house,61.0,Electronic
827,"July 29, 2021 – August 1, 2021",2021,Sunday,SIR CHLOE,nan,lo-fi house,61.0,Electronic
828,"July 29, 2021 – August 1, 2021",2021,Sunday,BIG WILD,nan,lo-fi house,60.0,Electronic
829,"July 29, 2021 – August 1, 2021",2021,Sunday,JXDN,nan,pop punk,60.0,Pop
830,"July 29, 2021 – August 1, 2021",2021,Sunday,PRINCESS NOKIA,nan,lo-fi house,59.0,Electronic
831,"July 29, 2021 – August 1, 2021",2021,Sunday,SULLIVAN KING,nan,"deathstep, dubstep, riddim, edm, bass music",56.0,Electronic
832,"July 29, 2021 – August 1, 2021",2021,Sunday,WILLIAM BLACK,nan,"melodic bass, future bass, edm",55.0,Electronic
833,"July 29, 2021 – August 1, 2021",2021,Sunday,NOGA EREZ,nan,lo-fi house,54.0,Electronic
834,"July 29, 2021 – August 1, 2021",2021,Sunday,PEACH TREE RASCALS,nan,lo-fi house,54.0,Electronic
835,"July 29, 2021 – August 1, 2021",2021,Sunday,PEEKABOO,nan,"dubstep, bass music, riddim",54.0,Other
836,"July 29, 2021 – August 1, 2021",2021,Sunday,ALISON WONDERLAND,nan,"edm trap, future bass, edm",53.0,Hip-Hop / Rap
837,"July 29, 2021 – August 1, 2021",2021,Sunday,DR. FRESCH,nan,"g-house, bass house",53.0,Electronic
838,"July 29, 2021 – August 1, 2021",2021,Sunday,BRITTANY HOWARD,nan,lo-fi house,50.0,Electronic
839,"July 29, 2021 – August 1, 2021",2021,Sunday,NEAL FRANCIS,nan,lo-fi house,47.0,Electronic
840,"July 29, 2021 – August 1, 2021",2021,Sunday,RIZ LA VIE,nan,stutter house,46.0,Electronic
841,"July 29, 2021 – August 1, 2021",2021,Sunday,ANT SAUNDERS,nan,lo-fi house,45.0,Electronic
842,"July 29, 2021 – August 1, 2021",2021,Sunday,SHY CARTER,nan,lo-fi house,45.0,Electronic
843,"July 29, 2021 – August 1, 2021",2021,Sunday,BROOKE ALEXX,nan,lo-fi house,44.0,Electronic
844,"July 29, 2021 – August 1, 2021",2021,Sunday,RMR,nan,lo-fi house,44.0,Electronic
845,"July 29, 2021 – August 1, 2021",2021,Sunday,SOFÍA VALDÉS,nan,latin indie,41.0,Indie / Alternative
846,"July 29, 2021 – August 1, 2021",2021,Sunday,SARAH BARRIOS,nan,lo-fi house,39.0,Electronic
847,"July 29, 2021 – August 1, 2021",2021,Sunday,MOORE KISMET,nan,"dubstep, future bass, bass music, melodic bass",36.0,Other
848,"July 29, 2021 – August 1, 2021",2021,Sunday,RADKEY,nan,skate punk,32.0,Punk
849,"July 29, 2021 – August 1, 2021",2021,Sunday,THE AQUADOLLS,nan,lo-fi house,26.0,Electronic
850,"July 29, 2021 – August 1, 2021",2021,Sunday,NEZ,nan,latin r&b,25.0,R&B / Soul
851,"July 29, 2021 – August 1, 2021",2021,Sunday,OTTTO,nan,lo-fi house,14.0,Electronic
852,"August 1, 2019 – August 4, 2019",2019,Thursday,LIL BABY,nan,lo-fi house,88.0,Electronic
853,"August 1, 2019 – August 4, 2019",2019,Thursday,HOZIER,nan,lo-fi house,86.0,Electronic
854,"August 1, 2019 – August 4, 2019",2019,Thursday,THE CHAINSMOKERS,1.0,jangle pop,83.0,Pop
855,"August 1, 2019 – August 4, 2019",2019,Thursday,FISHER,nan,"tech house, house, techno",78.0,Electronic
856,"August 1, 2019 – August 4, 2019",2019,Thursday,THE STROKES,1.0,"garage rock, indie rock, alternative rock",77.0,Rock
857,"August 1, 2019 – August 4, 2019",2019,Thursday,H.E.R.,nan,r&b,76.0,R&B / Soul
858,"August 1, 2019 – August 4, 2019",2019,Thursday,RÜFÜS DU SOL,nan,lo-fi house,76.0,Electronic
859,"August 1, 2019 – August 4, 2019",2019,Thursday,FKJ,nan,lo-fi house,70.0,Electronic
860,"August 1, 2019 – August 4, 2019",2019,Thursday,LAUREN DAIGLE,nan,"christian, worship, ccm, pop worship",70.0,Pop
861,"August 1, 2019 – August 4, 2019",2019,Thursday,GHOSTEMANE,nan,"dark trap, horrorcore, emo rap, cloud rap, rap metal, punk rap",69.0,Hip-Hop / Rap
862,"August 1, 2019 – August 4, 2019",2019,Thursday,NORMANI,nan,lo-fi house,69.0,Electronic
863,"August 1, 2019 – August 4, 2019",2019,Thursday,BEACH BUNNY,nan,lo-fi house,68.0,Electronic
864,"August 1, 2019 – August 4, 2019",2019,Thursday,FITZ AND THE TANTRUMS,nan,lo-fi house,68.0,Electronic
865,"August 1, 2019 – August 4, 2019",2019,Thursday,JEREMY ZUCKER,nan,lo-fi house,68.0,Electronic
866,"August 1, 2019 – August 4, 2019",2019,Thursday,YBN CORDAE,nan,lo-fi house,68.0,Electronic
867,"August 1, 2019 – August 4, 2019",2019,Thursday,DEORRO,nan,"melbourne bounce, electro house",67.0,Electronic
868,"August 1, 2019 – August 4, 2019",2019,Thursday,SLANDER & SNAILS),nan,"melodic bass, edm, future bass, dubstep",65.0,Electronic
869,"August 1, 2019 – August 4, 2019",2019,Thursday,KING PRINCESS,nan,lo-fi house,64.0,Electronic
870,"August 1, 2019 – August 4, 2019",2019,Thursday,SABA,nan,lo-fi house,64.0,Electronic
871,"August 1, 2019 – August 4, 2019",2019,Thursday,HALF ALIVE,nan,lo-fi house,61.0,Electronic
872,"August 1, 2019 – August 4, 2019",2019,Thursday,LENNON STELLA,nan,lo-fi house,61.0,Electronic
873,"August 1, 2019 – August 4, 2019",2019,Thursday,DUCKY (LIVE),nan,lo-fi house,60.0,Electronic
874,"August 1, 2019 – August 4, 2019",2019,Thursday,SHALLOU,nan,stutter house,60.0,Electronic
875,"August 1, 2019 – August 4, 2019",2019,Thursday,GUD VIBRATIONS VS SLUGZ MUSIC (NGHTMRE,nan,"dubstep, edm, edm trap, future bass",58.0,Hip-Hop / Rap
876,"August 1, 2019 – August 4, 2019",2019,Thursday,HAYLEY KIYOKO,nan,lo-fi house,58.0,Electronic
877,"August 1, 2019 – August 4, 2019",2019,Thursday,ALEXANDER 23,nan,lo-fi house,57.0,Electronic
878,"August 1, 2019 – August 4, 2019",2019,Thursday,CAUTIOUS CLAY,nan,lo-fi house,55.0,Electronic
879,"August 1, 2019 – August 4, 2019",2019,Thursday,DES ROCS,nan,lo-fi house,55.0,Electronic
880,"August 1, 2019 – August 4, 2019",2019,Thursday,CLOZEE,nan,lo-fi house,54.0,Electronic
